Batch,Photoperiod,Time,Genotype,Starch,Maltose,Sucrose,Fructose,Glucose,Fumarate,Malate
3,SD,0,bam2,6.424549152,0.01258032,0.232819348,0.034127038,0.095097978,0.457145097,0.150020264
3,SD,0,bam2,5.934355133,0.010612199,0.213497732,0.058255904,0.187611966,0.389965476,0.086562168
3,SD,0,bam2,7.370800577,0.012274796,0.223627493,0.0481417,0.171510151,0.495658056,0.089922297
3,SD,0,bam2,7.966142132,0.014086313,0.253730983,0.041967055,0.124045447,0.451439681,0.145345521
3,SD,0.041666667,bam2,10.24576142,0.018100323,0.672087581,0.262334207,0.405363838,1.062811373,0.223694253
3,SD,0.041666667,bam2,14.60876067,0.01765136,0.661057136,0.271723169,0.486693552,0.929291218,0.249698926
3,SD,0.041666667,bam2,14.26082503,0.016554622,0.654248528,0.227909964,0.374680294,0.755497843,0.18589317
3,SD,0.041666667,bam2,8.308915917,0.013429711,0.461323818,0.187236512,0.314561011,0.649532586,0.138876616
3,SD,0.083333333,bam2,15.9276471,0.017158156,0.616975953,0.237577125,0.497871657,0.979052896,0.246774402
3,SD,0.083333333,bam2,16.31792626,0.013049251,0.471854531,0.197370574,0.408977457,0.726191156,0.156805972
3,SD,0.083333333,bam2,18.93600863,0.009122023,0.75088244,0.313652157,0.607164361,1.134115144,0.412181326
3,SD,0.083333333,bam2,20.28382041,0.016978645,0.648121497,0.312744518,0.606623721,1.183434388,0.213736137
3,SD,0.166666667,bam2,37.03370438,0.014495094,0.555628744,0.18951911,0.561612873,1.662366732,0.376586889
3,SD,0.166666667,bam2,29.70666051,0.015048382,0.551741948,0.230033334,0.615302938,1.883400989,0.509967641
3,SD,0.166666667,bam2,32.421562,0.015902985,0.695766095,0.238428453,0.666953808,1.953336173,0.538874609
3,SD,0.166666667,bam2,37.57614213,0.015064221,0.618887406,0.231684556,0.640896434,1.469569125,0.428162365
3,SD,0.291666667,bam2,50.27198726,0.018930614,0.699640796,0.120687917,0.448401753,2.762379122,0.831711849
3,SD,0.291666667,bam2,46.46234026,0.017931314,0.677325857,0.126601125,0.417785943,2.502147437,0.768454532
3,SD,0.291666667,bam2,32.36958726,0.017253577,0.715044908,0.187794094,0.481104317,2.914452717,0.988160891
3,SD,0.291666667,bam2,38.62198522,0.044373839,1.380587764,0.313796079,1.103931513,4.099961669,0.703312755
3,SD,0.333333333,bam2,54.39545597,0.017755095,0.834726337,0.172899189,0.435362897,2.843020375,0.805665417
3,SD,0.333333333,bam2,54.19101571,0.016130158,0.842100225,0.178286946,0.518828832,2.96152769,0.906228327
3,SD,0.333333333,bam2,56.44581979,0.014714443,0.641534621,0.140268497,0.406310794,2.644235455,0.962415664
3,SD,0.333333333,bam2,48.96543755,0.011735412,0.664275238,0.139073522,0.344841942,2.072737358,0.640779753
3,SD,0.5,bam2,53.46884263,0.056922757,0.747296732,0.092325383,0.18726705,1.96867461,0.528923034
3,SD,0.5,bam2,47.55133131,0.038718479,0.423222111,0.060800398,0.137659285,1.284863979,0.283072315
3,SD,0.5,bam2,46.11435384,0.04228112,0.607366583,0.043529156,0.122526328,1.270594446,0.427354397
3,SD,0.5,bam2,46.19532855,0.041208691,0.63609667,0.063894994,0.17769842,1.564372896,0.51746673
3,SD,0.666666667,bam2,30.99149478,0.041670927,0.570451429,0.069200659,0.189723426,1.065553145,0.163039213
3,SD,0.666666667,bam2,39.21887493,0.032073271,0.454704137,0.042327703,0.126797884,0.847752223,0.15427686
3,SD,0.666666667,bam2,36.08226507,0.030553859,0.495805917,0.058558375,0.146732656,0.809529501,0.209014719
3,SD,0.666666667,bam2,26.58965,0.030733929,0.416972827,0.049569961,0.180426673,0.864395306,0.143281049
3,SD,0.833333333,bam2,16.32826808,0.035685729,0.362768266,0.039207275,0.172356743,0.631278447,0.110217133
3,SD,0.833333333,bam2,13.22473971,0.028211683,0.328750423,0.045925538,0.210550423,0.545738446,0.09670259
3,SD,0.833333333,bam2,22.46335417,0.029600389,0.433172468,0.046210178,0.137874608,0.5415265,0.107601048
3,SD,0.833333333,bam2,19.93130405,0.032898303,0.426391134,0.072300865,0.202784979,0.743647966,0.165269433
3,SD,0.958333333,bam2,12.90331125,0.018868147,0.303300258,0.035477267,0.158348745,0.478636252,0.082925558
3,SD,0.958333333,bam2,7.514652719,0.019366443,0.263163646,0.038375543,0.182819892,0.583059064,0.089964884
3,SD,0.958333333,bam2,8.494630626,0.022338212,0.324778668,0.073505599,0.245003514,0.731969934,0.129905718
3,SD,0.958333333,bam2,12.36770549,0.02104449,0.292009314,0.085690414,0.250431424,0.706692164,0.201987984
3,SD,1,bam2,8.537054449,0.015745907,0.470763662,0.08018922,0.232971016,0.816662908,0.15965221
3,SD,1,bam2,8.328881736,0.019530559,0.296852385,0.105143584,0.204020284,0.646156929,0.214304629
3,SD,1,bam2,8.317792902,0.017766576,0.326311391,0.064024472,0.230653287,0.473338133,0.065952626
3,SD,1,bam2,8.820101174,0.024697192,0.365415616,0.111793801,0.228820068,0.959382619,0.189517083
4,LD,0,wt,8.407573075,0.114536851,1.272276294,0.192582592,0.450733289,1.808354225,1.465000802
4,LD,0,wt,8.684768957,0.085927072,0.784803502,0.134941334,0.370272436,1.481935439,0.830408474
4,LD,0,wt,10.82308734,0.118629602,0.936134271,0.097268197,0.274265699,1.225846958,1.065615508
4,LD,0,wt,12.73656135,0.152495429,0.872194817,0.107229961,0.227129795,1.159076141,0.729776947
4,LD,0,wt,10.16613114,0.113340881,1.042777214,0.130813228,0.321471872,1.477574353,0.856899454
4,LD,0.041666667,wt,12.3733202,0.013657726,1.315714858,0.454941916,0.603247288,1.730280313,0.922614114
4,LD,0.041666667,wt,10.53540453,0.013948589,0.861408718,0.85496002,1.194943775,1.815182603,0.942424353
4,LD,0.041666667,wt,11.07726047,0.043261297,1.474305087,0.44488697,0.671474904,2.030537296,0.768085709
4,LD,0.041666667,wt,10.52967686,0.017775635,1.040255179,0.719600491,1.106250267,1.503273958,1.05888387
4,LD,0.041666667,wt,10.30772501,0.032684549,1.530036629,0.349828198,0.47971759,1.566864155,1.009748116
4,LD,0.083333333,wt,9.383600741,0.029827097,0.989048913,0.478044275,0.584210448,2.010423933,0.655792251
4,LD,0.083333333,wt,11.05887636,0.023448298,0.747182598,0.69300261,0.958926986,2.626891852,1.339962147
4,LD,0.083333333,wt,14.3993322,0.044859893,1.207006009,0.77460585,0.929018632,2.133497529,0.893360976
4,LD,0.083333333,wt,11.3405226,0.019677035,0.940533996,0.305110424,0.495297456,1.937350671,0.973511959
4,LD,0.083333333,wt,12.89984446,0.016696744,0.69893353,0.716788678,1.009875295,2.135847697,1.334696154
4,LD,0.166666667,wt,13.81984995,0.016039806,1.233999106,0.404870727,0.685933926,2.499646861,1.22028555
4,LD,0.166666667,wt,14.60402393,0.020119648,0.976718155,1.013994848,1.514526241,2.767349683,1.644970216
4,LD,0.166666667,wt,13.42295123,0.017816235,1.089510442,0.407128519,0.652481617,2.310885912,1.345651648
4,LD,0.166666667,wt,16.05382372,0.014944387,0.990538925,0.376703706,0.593997422,2.277808163,1.475025116
4,LD,0.166666667,wt,18.52410184,0.029195676,1.580583319,0.987956184,1.466662962,3.180570685,1.941696889
4,LD,0.333333333,wt,22.15373064,0.024224382,1.084908369,0.870209427,1.444057246,3.334959211,2.355832929
4,LD,0.333333333,wt,26.11240303,0.013194836,1.285540794,0.562581025,1.010265646,3.774873437,3.107292786
4,LD,0.333333333,wt,25.29462174,0.012797479,1.096392449,0.29371457,0.563452702,2.921264545,1.827610555
4,LD,0.333333333,wt,24.48393569,0.015605182,1.182496632,0.460774835,0.812605329,2.908509711,1.186445706
4,LD,0.333333333,wt,27.93126697,0.009870499,1.001410461,0.30695451,0.567478886,2.622763443,1.890428042
4,LD,0.5,wt,30.67577057,0.015528421,1.492183301,0.210711922,0.639580876,3.770941334,2.403863109
4,LD,0.5,wt,30.07428487,0.012859341,1.342726337,0.286958682,0.490200762,3.777017073,2.000880577
4,LD,0.5,wt,32.27132843,0.01660814,1.611194016,0.351848264,0.685060647,3.712060066,2.294000558
4,LD,0.5,wt,30.54789565,0.014650211,1.574455378,0.224471482,0.615722488,3.011346493,2.160865249
4,LD,0.5,wt,35.70482542,0.007280174,0.687287044,0.084584059,0.126887854,1.786561262,1.604737606
4,LD,0.625,wt,36.15331775,0.048208519,1.83322431,0.416716152,0.757345173,3.907488992,2.462725351
4,LD,0.625,wt,35.90259994,0.037242584,1.506669,0.883427677,1.277197029,4.151922953,2.77683584
4,LD,0.625,wt,33.53522201,0.034867372,1.528283156,0.205343032,0.547228505,3.370065864,1.97260121
4,LD,0.625,wt,36.08228962,0.020929358,1.191234868,0.303937685,0.614763158,2.631639555,1.300822145
4,LD,0.625,wt,37.93266345,0.037270049,1.336871978,0.383590944,0.558797601,2.968511584,2.243548632
4,LD,0.666666667,wt,36.24940619,0.044963741,1.654391479,0.432919314,0.679296546,3.716803819,1.787360002
4,LD,0.666666667,wt,35.03020658,0.045922339,1.400700817,0.639001946,1.249684822,4.402982305,3.195129222
4,LD,0.666666667,wt,34.06297006,0.037605711,1.604769698,0.463843718,0.76925118,3.863205808,2.710401538
4,LD,0.666666667,wt,33.20415088,0.026560706,1.293192761,0.18790042,0.405581154,2.784526054,2.043958456
4,LD,0.666666667,wt,36.71230349,0.040902889,1.590190682,0.34268793,0.578149169,3.744407967,2.084355026
4,LD,0.833333333,wt,25.21667706,0.311365869,1.26286804,1.107540801,1.723074764,3.084144362,2.103501912
4,LD,0.833333333,wt,21.62807765,0.282616892,1.179491386,0.677809806,1.218113641,2.544752353,2.320523426
4,LD,0.833333333,wt,25.43223072,0.242921732,1.136269707,0.135084121,0.333004489,1.649600589,1.28472149
4,LD,0.833333333,wt,21.95431883,0.269830876,1.462281213,0.20851714,0.480468463,2.438486001,1.598503463
4,LD,0.833333333,wt,27.39560564,0.169229814,0.900037085,0.087838834,0.195977746,1.568971415,1.214828389
4,LD,0.958333333,wt,15.68103846,0.187076751,0.956221053,0.396942603,0.865985994,1.755748597,1.50800752
4,LD,0.958333333,wt,15.76595179,0.221936543,1.081786253,0.911824291,1.451240936,2.329629604,1.692818138
4,LD,0.958333333,wt,16.64575371,0.268175491,1.079945432,0.104088886,0.3355008,1.595439246,0.885406808
4,LD,0.958333333,wt,15.04050974,0.211905697,1.200216584,0.417466661,0.753376651,1.96223421,1.2383465
4,LD,0.958333333,wt,11.90197519,0.149059728,1.020162584,0.100814382,0.361231907,0.977941237,0.773477076
4,LD,1,wt,12.88009961,0.109177771,0.766423011,0.173346665,0.407869817,1.529070392,0.539836575
4,LD,1,wt,12.17610351,0.13587107,0.981508723,0.164578947,0.426494104,1.724781748,1.005937243
4,LD,1,wt,17.37921711,0.207315687,0.724786574,0.455841129,0.945223695,1.736838975,0.932462969
4,LD,1,wt,10.85674973,0.089384048,0.71152173,0.061017417,0.213158649,1.440374096,0.570679126
4,LD,1,wt,13.79120995,0.195254401,1.140534245,0.271953562,0.538789051,2.16762725,0.938104318
4,LD,0,kin10,10.72108229,0.092121173,0.806059796,0.11116062,0.353849382,1.706965214,1.007688532
4,LD,0,kin10,11.37831339,0.101134588,1.01093274,0.315598067,0.783121357,1.605746578,0.983850175
4,LD,0,kin10,14.63018322,0.094406955,0.791039633,0.138730844,0.417411518,1.500495457,0.714209889
4,LD,0,kin10,6.783662414,0.070501949,0.614032895,0.208811184,0.390831612,1.141972664,0.572476589
4,LD,0,kin10,13.4072384,0.129606495,1.016616969,0.335239668,0.80445258,1.933925581,0.546151121
4,LD,0.041666667,kin10,14.20767054,0.018665277,1.302786937,0.368266151,0.538960877,1.641407957,0.793191744
4,LD,0.041666667,kin10,10.4437524,0.012096302,1.049948523,0.870339785,1.21091888,2.234635178,1.667288718
4,LD,0.041666667,kin10,11.6738277,0.013333239,0.908780997,0.655155807,1.042300394,1.811095916,1.149207149
4,LD,0.041666667,kin10,9.703572169,0.010265666,1.145296748,0.366645255,0.560609854,1.530954657,0.464374643
4,LD,0.041666667,kin10,11.87478503,0.012126734,1.439059152,0.515819555,0.702605769,1.821858586,0.883087662
4,LD,0.083333333,kin10,12.80932523,0.023618848,1.2088,0.694456424,0.892500257,2.031621955,1.006990283
4,LD,0.083333333,kin10,13.03578037,0.016493238,1.00035108,0.468821828,0.691867654,2.077407025,0.947590175
4,LD,0.083333333,kin10,12.23493882,0.011344545,0.981696594,0.612617488,0.811041887,2.579371687,0.985444405
4,LD,0.083333333,kin10,14.41557395,0.014526109,0.711615269,0.796684367,1.25966902,2.34772635,1.216199705
4,LD,0.083333333,kin10,10.17057634,0.01675101,0.905650148,1.199565217,1.496920997,2.344780963,1.413122245
4,LD,0.166666667,kin10,16.18339219,0.018363515,1.040980045,0.927935748,1.494352238,3.103621956,1.896831285
4,LD,0.166666667,kin10,17.01446746,0.017442027,0.786339393,0.598244258,1.12193849,3.477166506,1.338789189
4,LD,0.166666667,kin10,16.51078239,0.017881747,1.277171014,0.746280979,1.158488614,2.889315136,1.428687897
4,LD,0.166666667,kin10,19.32584223,0.018241802,1.018918182,1.032049156,1.622938556,2.968772704,1.634595772
4,LD,0.166666667,kin10,14.95894929,0.018773983,1.181194252,0.913918812,1.346456234,2.740352654,1.494806238
4,LD,0.333333333,kin10,22.58261908,0.013753709,1.238129962,0.702564041,1.735568562,3.634008152,3.175266337
4,LD,0.333333333,kin10,28.0550986,0.021448697,1.80491526,0.923695927,1.698120911,5.871011501,3.103842764
4,LD,0.333333333,kin10,22.25252076,0.008706239,0.949845459,0.238203904,0.559268483,2.794850103,1.876998342
4,LD,0.333333333,kin10,26.60142102,0.009773577,0.971083064,0.235807494,0.564232273,2.738771802,1.66287575
4,LD,0.333333333,kin10,24.61455161,0.01064005,0.836332468,0.627962692,1.065660708,3.598465331,2.621937051
4,LD,0.5,kin10,31.8931488,0.009849272,1.118254458,0.180733086,0.37681779,3.744618215,2.252465255
4,LD,0.5,kin10,31.15342097,0.014487855,1.14110209,0.382990049,0.794595091,3.885426091,3.471096772
4,LD,0.5,kin10,27.74710806,0.008166169,0.943593558,0.157924065,0.302310669,1.985887601,1.849968615
4,LD,0.5,kin10,30.03614268,0.027053973,0.956833367,1.049396989,1.601309807,3.732883405,3.45390538
4,LD,0.5,kin10,28.5064341,0.015240326,1.098771374,0.907834454,1.467672443,3.567015616,2.980617103
4,LD,0.625,kin10,38.89917867,0.030553533,1.496169595,0.567942737,0.992135263,4.274791188,3.132369708
4,LD,0.625,kin10,38.1560834,0.02223121,1.342653198,0.451467344,0.776743774,3.9783045,2.22512203
4,LD,0.625,kin10,37.41119446,0.028731998,1.555527526,0.211521703,0.444787923,3.69195449,2.35945588
4,LD,0.625,kin10,37.01785652,0.014632819,0.710575466,0.087634307,0.169702822,2.591652122,1.646576682
4,LD,0.625,kin10,38.12169297,0.023587677,1.187969893,0.210627614,0.389147002,3.496613058,2.20555811
4,LD,0.666666667,kin10,37.13105686,0.038188548,1.631625954,0.316431122,0.597250037,3.750993787,2.125198964
4,LD,0.666666667,kin10,39.2751209,0.043808927,1.288937196,0.343779574,0.601375982,3.544519606,2.159786251
4,LD,0.666666667,kin10,34.6292789,0.037047767,1.44989728,0.363945762,0.538513054,3.642246951,2.226712707
4,LD,0.666666667,kin10,33.55403682,0.02359423,0.996879151,0.161741615,0.212213798,2.934895931,1.958995427
4,LD,0.666666667,kin10,34.09644556,0.043015806,1.557409663,0.407557394,0.726836982,3.788819599,2.343363939
4,LD,0.833333333,kin10,14.32750286,0.140981248,1.214447754,0.539080481,1.010954358,2.059070305,2.163983428
4,LD,0.833333333,kin10,21.51480113,0.122409671,0.647686818,0.125439312,0.260386366,1.730318397,1.137752806
4,LD,0.833333333,kin10,28.00224985,0.181374739,1.137621871,0.131004396,0.394694038,2.582939627,1.287607511
4,LD,0.833333333,kin10,30.85550335,0.134446531,0.92951002,0.11975753,0.333395096,2.052066267,1.198610061
4,LD,0.833333333,kin10,26.14320054,0.244120761,1.196345896,0.379087433,0.626672454,2.330547121,0.53246812
4,LD,0.958333333,kin10,22.61738512,0.217883535,0.985195991,0.24905017,0.567984108,2.415358674,1.145577569
4,LD,0.958333333,kin10,16.64319041,0.130592545,0.749414178,0.4613496,0.865245027,1.78317082,0.910185448
4,LD,0.958333333,kin10,20.76768023,0.178915019,0.714818246,0.620639457,1.06286114,1.981252981,1.158116758
4,LD,0.958333333,kin10,16.17306071,0.141853161,0.967835383,0.385975096,0.576839255,2.194353658,1.153646524
4,LD,0.958333333,kin10,15.40673386,0.127725075,0.810832143,0.176600086,0.373042473,1.588731956,0.837932963
4,LD,1,kin10,12.01754375,0.110048134,0.911920501,0.193494666,0.465260661,1.592657185,0.86461243
4,LD,1,kin10,9.222926677,0.088159925,0.881047389,0.156379088,0.359963839,1.708475362,0.687550404
4,LD,1,kin10,10.19004725,0.085059751,0.653577376,0.120205534,0.268962064,1.054844079,0.460423483
4,LD,1,kin10,18.36200857,0.110849858,0.441201463,0.306389636,0.684246624,1.288231498,0.663746934
4,LD,1,kin10,14.32192725,0.119951987,1.361899481,0.236641724,0.460620421,1.834647334,0.86587948
4,LD,0,wt,8.549271058,0.143489093,1.202344047,0.273212382,0.624106107,1.701913646,1.45414193
4,LD,0,wt,8.689796417,0.159032627,1.199066088,0.276780138,0.649867156,1.988973223,1.413897265
4,LD,0,wt,11.01504061,0.253677035,1.28343112,0.20908434,0.572172804,2.26245521,1.590321077
4,LD,0,wt,14.02946529,0.351280371,1.362164484,0.289219784,0.582316339,2.158517674,1.539649932
4,LD,0,wt,11.00632725,0.218054975,1.249739256,0.261519934,0.625945785,2.259980423,1.456639412
4,LD,0.041666667,wt,12.81553726,0.024335821,1.613562768,0.728769759,0.939321499,2.311690388,1.420368264
4,LD,0.041666667,wt,9.923933585,0.025176146,1.499554983,0.626036698,0.929079854,2.217923155,1.374035122
4,LD,0.041666667,wt,11.88937238,0.092989472,1.907703758,0.816995205,1.129015998,2.985986218,1.825657867
4,LD,0.041666667,wt,11.02799325,0.028671166,1.595753627,0.516538501,0.721802973,2.159851129,1.27689102
4,LD,0.041666667,wt,10.80012864,0.064093827,1.866975915,0.673875729,0.950865519,2.423587651,1.620440929
4,LD,0.083333333,wt,10.39514382,0.064777747,1.317635333,0.898758497,1.095622595,3.008088079,1.673412362
4,LD,0.083333333,wt,12.11361342,0.062691784,1.750160942,1.017694843,1.212197802,4.056963325,1.810760488
4,LD,0.083333333,wt,12.62916931,0.092711532,1.61485771,1.384841764,1.575766277,3.006436606,1.761764722
4,LD,0.083333333,wt,14.91251262,0.042956877,1.624706199,0.646428635,0.944719326,3.221752308,1.886947004
4,LD,0.083333333,wt,10.71290773,0.029151449,1.186128828,0.656362114,0.934770466,2.507836615,1.49466333
4,LD,0.166666667,wt,16.19910269,0.027897154,1.406610657,0.632109107,1.059341577,3.175231333,1.637325755
4,LD,0.166666667,wt,17.43265242,0.0382132,1.660621098,1.089434335,1.517023806,3.804345275,2.056824715
4,LD,0.166666667,wt,15.06479482,0.033438257,1.478610555,0.758868593,1.201529142,3.097679541,2.047834998
4,LD,0.166666667,wt,18.96150536,0.033417342,1.536141405,0.745113431,1.181431542,3.016296829,1.98391214
4,LD,0.166666667,wt,19.9940843,0.048727956,1.798716162,1.484270782,2.007029117,3.550536593,2.363762301
4,LD,0.333333333,wt,27.09779968,0.031919713,1.467860971,0.878108404,1.300628293,3.833919074,2.622400367
4,LD,0.333333333,wt,31.92038019,0.019531906,1.568266149,0.489944651,0.836898081,4.137733652,2.674498369
4,LD,0.333333333,wt,30.45091214,0.022111086,1.473749761,0.539955974,0.91717151,4.094767205,2.721757686
4,LD,0.333333333,wt,31.13490961,0.036759644,1.748401965,1.084886986,1.730262384,4.911782771,3.137612841
4,LD,0.333333333,wt,25.83701276,0.015224378,1.181230976,0.455923648,0.833282281,3.291117477,2.062068563
4,LD,0.5,wt,39.82055965,0.025300204,1.554611352,0.443202147,1.080651163,4.867038873,2.754758879
4,LD,0.5,wt,39.43312911,0.023287906,1.511350319,0.543936275,0.817325716,4.495348033,2.356865588
4,LD,0.5,wt,39.56588466,0.027426373,1.733946793,0.502844353,0.935245707,4.606872496,3.28390184
4,LD,0.5,wt,40.20908297,0.030618021,1.749174344,0.301402588,0.782291979,3.510154417,2.512815075
4,LD,0.5,wt,40.55135636,0.027768318,2.027282737,0.545305573,0.903165675,4.357432402,3.336700781
4,LD,0.625,wt,44.42312316,0.06891672,1.857886805,0.521386116,0.863352482,4.427370903,2.661709802
4,LD,0.625,wt,41.50148611,0.060495167,1.802664984,0.604297997,1.072822646,4.844067921,2.679772733
4,LD,0.625,wt,32.56421162,0.051031344,1.594330648,0.367833118,0.872647854,3.612897977,2.024774953
4,LD,0.625,wt,43.28812141,0.058128922,2.118007428,0.82664503,1.419494564,4.811161175,3.215303845
4,LD,0.625,wt,39.99630325,0.065929709,1.671598309,0.651637793,0.825816175,3.701293213,2.634918879
4,LD,0.666666667,wt,42.56572658,0.080372806,1.858066513,0.687293937,1.136886264,4.168880071,2.432471946
4,LD,0.666666667,wt,44.71626206,0.086069528,2.129634997,0.794145238,1.559324628,5.275061002,3.076035096
4,LD,0.666666667,wt,42.7788494,0.069344339,2.122119688,0.882212791,1.427558139,4.783311196,2.652602109
4,LD,0.666666667,wt,40.11769418,0.076204691,2.043023548,0.67798933,1.234987044,5.28014534,3.30726694
4,LD,0.666666667,wt,43.29994222,0.062476219,1.67818901,0.462988986,0.819796356,4.004197457,2.883843001
4,LD,0.833333333,wt,30.93441343,0.492753586,1.781111936,1.432487538,2.030760135,3.865528599,2.410648406
4,LD,0.833333333,wt,27.40965027,0.494557591,1.562220245,0.672618641,1.146099974,3.035075098,1.97558071
4,LD,0.833333333,wt,36.53125161,0.675082042,1.839939393,0.48076685,1.106224512,3.255786508,2.571787323
4,LD,0.833333333,wt,25.31056659,0.458971856,1.669081504,0.338870804,0.594245099,3.349752691,2.12291794
4,LD,0.833333333,wt,30.78313736,0.528196701,1.863845745,0.336647176,0.755263264,3.288164743,2.301715944
4,LD,0.958333333,wt,13.12015468,0.237775478,1.233879333,0.190343092,0.51888514,1.588842037,1.195099557
4,LD,0.958333333,wt,17.19991333,0.226346932,1.278526252,0.128949409,0.507678285,1.890942285,0.78294859
4,LD,0.958333333,wt,19.17934469,0.267839661,1.214963206,0.433625687,0.779901663,1.906986723,1.344857468
4,LD,0.958333333,wt,15.40720146,0.274687399,1.381010836,0.251550614,0.716132732,1.667734301,1.381096684
4,LD,1,wt,15.03725491,0.293652313,1.479228651,0.508797432,1.016433709,2.737923153,1.581898707
4,LD,1,wt,11.41834156,0.175087185,1.08729359,0.251411446,0.438420053,2.281254704,1.497999097
4,LD,1,wt,18.74818143,0.260685656,0.969882934,0.16808762,0.53017152,1.810043781,0.911380916
4,LD,1,wt,12.218287,0.214466442,1.209588118,0.164782843,0.572638506,2.468185839,1.328273904
4,LD,1,wt,13.56171626,0.233560995,1.272057596,0.346079938,0.667252026,2.134419187,1.196110018
4,LD,0,prr7,12.94161905,0.147664361,1.220235331,0.457699347,0.834264174,3.28526898,2.62102367
4,LD,0,prr7,13.34015588,0.17678419,1.197358798,0.381709982,0.751817347,3.292484549,2.445871708
4,LD,0,prr7,12.8191341,0.272291023,1.448477678,1.168454758,1.48198799,3.499272768,2.85438028
4,LD,0,prr7,18.02768725,0.209851802,1.369408507,1.185758855,1.827054704,4.217089174,2.659880773
4,LD,0.041666667,prr7,14.5995154,0.043478829,1.707804767,1.106714848,1.473498521,2.724758973,1.622478345
4,LD,0.041666667,prr7,10.88138248,0.018369127,1.473020003,0.528253164,0.924459957,3.200913233,2.38549871
4,LD,0.041666667,prr7,10.28629415,0.018682885,1.593547651,0.745207918,1.013561443,3.000455167,1.543710787
4,LD,0.041666667,prr7,10.52320226,0.036175122,1.718653783,0.886292429,1.192421626,3.135793438,2.277790498
4,LD,0.041666667,prr7,15.01641479,0.024408847,1.723639495,0.489970072,0.855887767,2.930172052,2.011550406
4,LD,0.083333333,prr7,15.95560229,0.030174126,1.882367242,0.757672971,1.119355366,4.302138797,4.400035392
4,LD,0.083333333,prr7,20.77058585,0.026018656,1.598099386,0.868524086,1.303665419,3.332656644,2.449440797
4,LD,0.083333333,prr7,12.57256668,0.020310907,1.234999069,0.61423429,0.989685687,3.010487566,2.382634209
4,LD,0.083333333,prr7,15.16941145,0.029999559,1.638554292,0.761551579,1.066034399,2.964744268,1.776469588
4,LD,0.083333333,prr7,14.91710075,0.031468556,1.63007671,0.915601932,1.205485745,3.885212382,2.490734424
4,LD,0.166666667,prr7,23.38212405,0.032644885,1.901855794,1.386334637,2.11295256,4.648418954,2.582614882
4,LD,0.166666667,prr7,20.90464459,0.047407103,1.837769148,1.466936731,1.828246202,4.258841318,2.838015228
4,LD,0.166666667,prr7,18.92348367,0.025683678,1.351029904,0.563949942,0.931319138,3.597930924,2.150481942
4,LD,0.166666667,prr7,21.12124949,0.02650073,1.539902028,0.665126369,1.0271845,3.541603247,2.486261571
4,LD,0.166666667,prr7,25.73075834,0.046120576,1.979078078,0.925820893,1.598590731,4.337255358,2.823535061
4,LD,0.333333333,prr7,34.27328142,0.02114468,1.626285269,0.68938072,1.164723634,4.777002824,3.454209743
4,LD,0.333333333,prr7,31.03843969,0.022439034,1.382761526,1.283589612,1.568616088,4.703735175,2.747106226
4,LD,0.333333333,prr7,26.64945888,0.016439881,1.422438179,0.634482485,1.074736528,4.256905774,2.998652394
4,LD,0.333333333,prr7,29.42004449,0.007441252,0.594295099,0.200903632,0.393197899,1.872176773,1.214143883
4,LD,0.333333333,prr7,27.25984704,0.018745672,1.225106175,0.499112859,0.860946231,4.392186221,2.672571129
4,LD,0.5,prr7,39.78160792,0.009702456,0.997020863,0.205579418,0.376444299,4.139429441,3.186179984
4,LD,0.5,prr7,36.82566374,0.012123115,1.241782386,0.386091014,0.724806789,3.993166337,3.325176319
4,LD,0.5,prr7,34.37101579,0.01883387,1.326587201,0.54059012,1.050043353,4.143052119,3.150010511
4,LD,0.5,prr7,33.27527781,0.017191304,1.590580256,0.741429786,1.348360738,4.040838339,3.695921721
4,LD,0.5,prr7,37.54400711,0.015705754,1.308899002,0.629169836,0.872637221,4.982696873,2.851961206
4,LD,0.625,prr7,48.65476324,0.042047298,1.639679817,0.502817471,0.806985122,4.130374436,2.757044164
4,LD,0.625,prr7,44.5291587,0.036177496,1.516009,0.36758015,0.634614351,4.64651576,3.390850914
4,LD,0.625,prr7,45.18711144,0.027549344,1.410814534,0.499107182,0.861208507,5.029857857,3.261026077
4,LD,0.625,prr7,40.89423377,0.030958233,1.582786029,0.488349554,0.798931316,4.366890443,3.35403253
4,LD,0.625,prr7,46.09548489,0.030994725,1.509678927,0.53740255,1.027119496,3.966547188,2.898779304
4,LD,0.666666667,prr7,47.04536216,0.030110301,1.323527651,0.4221792,0.839459654,3.39167461,2.87656006
4,LD,0.666666667,prr7,44.79609209,0.031215761,1.158307678,0.333308638,0.552236827,3.557122466,2.813589274
4,LD,0.666666667,prr7,38.43510994,0.047757463,1.735700478,0.681005312,1.057637472,4.298486542,2.996894122
4,LD,0.666666667,prr7,52.05949837,0.051070777,1.815493166,0.67261623,1.247311899,4.605525442,3.941718542
4,LD,0.666666667,prr7,46.09434751,0.039888596,1.633803762,0.498251467,0.949835159,4.251414849,2.952403441
4,LD,0.833333333,prr7,33.02641013,0.695718777,1.910249068,0.785137177,1.542355734,4.016213246,2.399161469
4,LD,0.833333333,prr7,34.14464175,0.53747874,1.709330357,0.526315548,1.016770138,3.88984434,2.506776705
4,LD,0.833333333,prr7,34.00679521,0.482205854,1.693154522,0.381475772,0.787860603,4.177221795,2.330883479
4,LD,0.833333333,prr7,31.99433828,0.561814921,1.95938171,1.218453872,1.810000924,4.083965239,2.36944367
